epoch,loss,val_loss
0,4.504215757845947,4.00962028992181
1,4.117923590152615,3.9205068910915393
2,3.978829812367266,3.726349754856882
3,3.7683966699034745,3.5276995051988056
4,3.577699508824333,3.36592655784567
5,3.4123085301926994,3.2465389312949475
6,3.2497024214621604,3.081541375205216
7,3.067772471091267,2.9055199174250266
8,2.878100442472241,2.7299485049876173
9,2.698455678282548,2.5791966873860006
10,2.55048921807632,2.4656447019457097
11,2.4180588152093407,2.365364334844394
12,2.2943488810816985,2.2820758477014755
13,2.1789580381461473,2.172799838649779
14,2.0765506380490986,2.0984977905729507
15,1.981390855088785,2.031101243276073
16,1.8952450395629112,1.9696715025546332
17,1.8183924809513048,1.9235112734954292
18,1.7394145935817997,1.8519471724694898
19,1.667952935380837,1.8049553329202492
20,1.597610680896688,1.7569281561984178
21,1.528903726029335,1.7319107226830215
22,1.4677128599436746,1.6846817789987387
23,1.3988264770639047,1.6640267677206875
24,1.3396340445197623,1.6008894448244926
25,1.2962331807944536,1.6033245168279822
26,1.2273169958632448,1.5260415559889615
27,1.1949754018786418,1.4843678492282688
28,1.1154953701215833,1.451378654034416
29,1.0657711569366355,1.4358467284176732
30,1.0984319744787017,1.428646207829967
31,1.0185091933417447,1.3529806100457102
32,0.9521827016237329,1.3922706347102398
33,0.8971088399885778,1.2987541905963336
34,0.8783313406853811,1.3125709452759675
35,0.8204863160819857,1.258416426663073
36,0.9315746418626856,1.2617326314213042
37,0.7776741803913251,1.2235784708168207
38,0.7321897403432398,1.2144161313104118
39,0.6755516105910088,1.3097527974914234
40,0.7855296641665446,1.1761762258872366
41,0.7447206933178997,1.179473831763877
42,0.5999757432901874,1.1252712638835873
43,0.7056628432314037,1.146680556682262
44,0.5587585738049131,1.1145637060138895
45,0.578801532410259,1.114231366492387
46,0.5448066848400618,1.101604913044154
47,0.5217611617017016,1.0740075499448511
48,0.6421929710338876,1.205997366836681
49,0.46334921933342926,1.0506897201900525
50,0.5671580669736855,1.0105383630473137
51,0.589194365193377,1.0935210778943292
52,0.4343623982075096,1.0083065753344025
53,0.35461705463822357,0.9973813357395483
54,0.6517593681975818,1.186174989492119
55,0.379040856416286,0.9513650476111218
56,0.4825478328692687,0.9515310265847569
57,0.2838480454842218,0.9529707650041304
58,0.4870790317360565,0.9693545501162657
59,0.26183559301622894,0.9630151044500043
60,0.3749590961357949,0.9191248515514409
61,0.33851923735187656,0.9766441628053009
62,0.2694282457991752,0.8672025393711719
63,0.4203199540299711,0.8657482763240765
64,0.3153459342536936,0.8801166256651767
65,0.15960342082179618,0.8267896855904613
66,0.3919659696492854,0.9446519855466146
67,0.24920808905954392,0.94160129128791
68,0.3312216821934248,0.8872084443587774
69,0.34888396626925794,0.9592121179112245
70,0.11185141047515375,0.797364078184108
71,0.1691041506284824,0.7917244574618651
72,0.2737639241720354,0.7914213567554039
73,0.24634852036014673,0.7953619787481531
74,0.24011207194854695,0.7690555056176883
75,0.18860288321964214,0.767878433060923
76,0.21760982395911652,0.7576520711031431
77,0.19440637018206477,0.7774467539980041
78,0.1507273051274642,1.0017101000985829
79,0.04191920720976902,0.6862370846913639
80,0.11219811341814052,0.6985081787220984
81,0.21471707703078122,0.7224703828541688
82,0.06696115946806269,0.7222639289915883
83,0.09751031991624992,0.8507235944610307
84,0.05636524361905999,0.6642231933158018
85,0.1120255304913589,0.6639090901249669
86,0.08662234098728953,0.844762542095402
87,0.06941336988563149,0.8370101931778303
88,0.1105538417008899,0.9766794402223109
89,0.03473780596782188,0.6457477785469696
90,0.03281144775939979,0.6101655504091875
91,0.056854075640185964,0.6255071338396403
92,-0.16760763661175035,1.0364999326021875
93,0.02257484264855872,0.6289752889770104
94,-0.13781570568535556,1.4194840222188467
95,0.07005849135246234,0.6464060370698635
96,-0.050286126590967414,0.5756850890971957
97,0.03738051227226209,0.5927409134680488
98,-0.12092919502733888,0.5321215995934044
99,-0.06814204319243682,0.5945298529746885
100,-0.13429413237025123,0.6577220091374569
101,-0.11546204798492789,0.5755986345958444
102,-0.07363450050731624,0.8180043330916593
103,-0.06498904346702786,0.7915520304878035
104,-0.0036413130319963454,0.6620906351077779
105,-0.28390397205381246,0.4728730209231969
106,-0.14736657381014784,0.7058036533570385
107,-0.17969121575509922,0.9996553889839482
108,0.03670654733463723,0.8544240349668625
109,-0.2672040890414008,0.5593413630376215
110,-0.06220288647983277,1.1909664952010401
111,-0.20556092916193353,1.3271488750867915
112,-0.09866300231020508,0.6993602791397446
113,-0.10424794152598676,0.694334287126108
114,-0.23098032428949802,0.43072292312678706
115,-0.1739835848552472,0.41363027691661847
116,-0.45413496909038853,0.43030115494831517
117,-0.08375371840678261,1.7306837184335737
118,-0.07351333198497374,0.7236001349882215
119,-0.32190742387908006,0.35960491871726924
120,-0.17340616260442912,0.3778948488562322
121,-0.3023332940254454,0.3865595119561014
122,-0.22707941213252317,0.3976570674068209
123,-0.4604146940238241,0.42037061527345254
124,-0.20270656686187183,0.47257483365108927
125,-0.25041773708832943,0.5677135942291035
126,-0.21889429671132057,0.3972781904256536
127,-0.250591638832279,0.34079533422951586
128,-0.4113991177477456,0.32887950560396784
129,-0.3514686944519866,0.3433760461635152
130,-0.22434700570286303,0.34360914558776795
131,-0.4500289928982113,0.34786020133189677
132,-0.25622063940835493,1.679494647534821
133,-0.1321848426993923,0.9129695491055807
134,-0.2757833574834237,0.7010037090939153
135,-0.35883360101626777,0.4633253409551274
136,-0.25619232090807337,0.45294180708500825
137,-0.35968014912915824,0.4798154554748401
138,-0.49667653352228736,0.43458649671846616
139,-0.3014457091357861,0.3771573220577225
140,-0.26310374429325667,0.32027822918623405
141,-0.3993205930186933,0.24875313100227162
142,-0.46990401805892457,0.3316275555773027
143,-0.3790813560579725,0.27017577371847734
144,-0.4146463981626029,0.23890948520186864
145,-0.381931531809172,0.2531279295444575
146,-0.40247136586496296,0.227992367098541
147,-0.36534184232598854,0.21886393310153524
148,-0.3128242752021621,0.20487906538430267
149,-0.49046308762203356,0.25146604982453663
150,-0.33773094485303684,0.254398278117781
151,-0.3775962450582587,0.22331364550131894
152,-0.540046074115361,0.21837448922884106
153,-0.42767717055706933,0.20139474546711808
154,-0.33954959840814775,0.2120316479225467
155,-0.7537845478527321,0.30189973305416956
156,-0.34735962656667807,0.21282727492230177
157,-0.4091902901745478,0.23567595417242493
158,-0.45150773101752906,0.2144812798584877
159,-0.5309017365348216,0.2210228553258142
160,-0.5213000778106396,0.22083598930285728
161,-0.40417651967491974,0.1981618426574085
162,-0.46285926193473437,0.27124064005691095
163,-0.07152279105203269,0.19838700123635283
164,-0.5501564696665707,0.16534107442373755
165,-0.5424498320971645,0.2914825534764538
166,-0.47745830009913204,1.381040500819596
167,-0.47450988754685697,0.2430849126970972
168,-0.45452433953165017,0.14973876682863232
169,-0.4389780257025938,0.15431012559922686
170,-0.7299812133535062,1.5317414374614955
171,-0.5625704257628195,1.9213161488454618
172,-0.347318310916501,1.8329414611928947
173,-0.4000422276316047,0.6492419285796998
174,-0.672010255977682,1.034074631696828
175,-0.3369561145399703,0.20891188160255034
176,-0.4808053248741687,0.16948201066175286
177,-0.5285939805091837,2.177917139544461
178,-0.43658364955502105,0.9376658946197352
179,-0.5807791664919395,1.0323019015229384
180,-0.45119094587904524,0.30351862098141763
181,-0.492047087651082,0.3417468077689289
182,-0.5656755169689454,0.23038317913257672
183,-0.47182162134273326,0.24221223849647525
184,-0.516064717115107,0.13729129729681253
185,-0.4547496577665034,0.11654616237015156
186,-0.9127249163978723,0.08454922840262412
187,-0.5422359137635865,0.46497855907978985
188,-0.4901760040863502,0.2558459007473235
189,-0.4844143243988548,0.11645564433055271
190,-0.42170835621837055,0.10155231046204183
191,-0.582926243638144,0.9157742869648483
192,-0.5548543244614432,1.8032690598976202
193,-0.5677266874970395,0.7443991347501991
194,-0.7263167006564897,1.3363687504034838
195,-0.7529159284943363,1.3639601251208089
196,-0.6229035586750861,0.4504539933956001
197,-0.3507842403228498,0.9930586750350203
198,-0.6346716120207438,1.868801137986132
199,-0.5170552813369602,1.5824389758729
200,-0.5247498059071832,0.28854453154251
201,-0.6831656060663932,0.23927880949914399
202,-0.5626939152797801,0.010755253581773453
203,-0.6897041155213878,0.3844272276518105
204,-0.5852920520646622,0.17084900109700088
205,-0.6174205631183586,0.0771219976490012
206,-0.6491199073408018,0.04566290294121137
207,-0.6887097954732123,0.030844780993943492
208,-0.587244365851497,0.04093283380900102
209,-0.7456705933622968,-0.03918248968654137
210,-0.517821386343468,-0.03913635853129207
211,-0.6658308568385373,-0.0064614620943014
212,-0.6912906313829973,-0.04340533916973114
213,-0.7491593111293087,-0.025526281368491246
214,-0.6996200115606603,-0.029117878429639987
215,-0.6244089663087217,-0.03641981325284198
216,-0.7710729499804874,-0.047944021112865214
217,-0.64461623735961,-0.03384351789745376
218,-0.6640271943851481,-0.032785549251609855
219,-0.6434585041149932,-0.030824437659998545
220,-0.6362354369390107,-0.04458035106194887
221,-0.6184152040935452,-0.07563268731492107
222,-0.6175489413172167,-0.043066893289438316
223,-0.6986152310905493,-0.04711855246558876
224,-0.707902326044893,-0.043153344873262924
225,-0.7997522984421221,-0.043826132707963934
226,-0.8166185006056798,-0.029680363836909546
227,-0.6903866503283428,-0.03002809011893193
228,-0.6597074161581871,-0.04178807790173677
229,-0.736382987778943,-0.03420481527078905
230,-0.7190040772209069,-0.03270858039953546
231,-0.7533704375320814,-0.02671825948880496
232,-0.7595165927818499,-0.0054746269242293465
233,-0.6463159066073618,-0.05090972751956959
234,-0.7982241699682092,-0.050018178965749706
235,-0.8134386323211562,-0.10356144211025708
236,-0.6300620574551667,-0.09384880369305375
237,-0.5762042158866633,-0.09003979353538939
238,-0.7811071295672757,-0.03198985671936138
239,-0.8651558655945003,-0.05125878168296309
240,-0.7951777553424185,-0.038060196391566166
241,-0.7825990231414438,-0.043396754312806
242,-0.8094921555897876,-0.058674071752389145
243,-0.688091174601852,-0.06200981783807361
244,-0.8043462564004042,-0.03817115785528336
245,-0.8256322882373379,-0.059552295019641405
246,-0.8428572384646889,-0.06610942607864846
247,-0.7792605251153081,-0.04015018991678446
248,-0.8480998814505215,0.03404742153445248
249,-0.9474301647202741,0.029709359344043926
250,-0.81505249045715,-0.03509977962867628
251,-0.8455681589472203,-0.05264459309756567
252,-0.8189760412255775,-0.05611297963456669
253,-0.9645639608908027,0.16421554356799647
254,-0.7184142339433657,0.5519007842501282
255,-0.7487571463987556,1.7978419947341253
256,-0.8876683109643306,1.8031677983823085
257,-0.8085997502866856,1.7216130190304797
258,-0.8710892228892166,-0.0954774835497041
259,-0.7589166650140828,-0.06322484344642526
260,-0.7408572039982858,-0.0312848461707999
261,-0.7769691747332901,-0.0775828821328391
262,-0.8970166966335582,-0.09916419562849425
263,-0.8949405036284868,-0.03714782568191348
264,-0.7553226495989361,1.0657361207636598
265,-0.8787660308616921,0.6835492936643955
266,-0.9513039552258938,0.8490050131418434
267,-0.9214045531973291,0.248113857300362
268,-0.8505607374644675,0.07346962940974003
269,-0.9346592174472638,0.4073376374220918
270,-0.8880021486641122,0.2774479208772457
271,-0.8365278684748129,0.07459215402312543
272,-0.9805061189273249,0.8508650945556762
273,-0.9805308000770874,1.32815877023005
274,-1.0266540297881093,1.9167815663140195
275,-0.993036865872996,0.02270290557044211
276,-0.7740927484492546,-0.09645212473304371
277,-0.811816719743852,-0.010712224984823807
278,-0.839447064187395,-0.1051208431129829
279,-1.0239934024557829,-0.15569258998909385
280,-0.728045091805016,-0.1693746145795063
