epoch,loss,val_loss
0,2.862409668779644,2.1795388950730836
1,2.1041545601262572,2.0080601129954134
2,1.9932626654224186,1.9747714761554773
3,1.9158989690088446,1.9419389234248268
4,1.8472838745329132,1.9087592542601364
5,1.7912487602314089,1.8871823670215155
6,1.7480062973529538,1.874248249820228
7,1.7135537716418519,1.8428163888102342
8,1.6850126900023348,1.8364284750808155
9,1.661329944301143,1.8515983907550646
10,1.6413964767104974,1.844539776779142
11,1.6239709100933337,1.8417657544408959
12,1.60857632020979,1.8214734236768426
13,1.594456026321023,1.8351243081790898
14,1.5815929944805438,1.8418869814208476
15,1.56956560943983,1.8324853385075335
16,1.5584780634025512,1.8494306951587876
17,1.5475090742039208,1.8421331308789282
18,1.5373288148540567,1.845848228288368
19,1.5277204064367125,1.8363733471070474
20,1.5188176671562155,1.8451028367967077
21,1.5098618881708068,1.8292112015441961
22,1.5016927404192966,1.8477355347818356
23,1.4941348426819316,1.8390129685489436
24,1.4867634878238274,1.8427351085540802
25,1.4796327715819846,1.8405789809981246
26,1.4724653065971818,1.8528967949400506
27,1.4657601798103794,1.8408163211306223
28,1.4593359304868534,1.8653309397723057
29,1.4527311008283899,1.8397294984679173
30,1.4470726832745564,1.8504349368190678
31,1.4409798122330881,1.8634750728536893
32,1.4354427214499232,1.8597126985498662
33,1.4298432806512686,1.8618172843358383
34,1.4246645083502896,1.86110722550163
35,1.41904356284614,1.8641740159754734
36,1.4140184552300104,1.8746339756404644
37,1.4091691457490403,1.8630591739518743
38,1.4044595946512772,1.8820202018404755
39,1.3994718888641957,1.869353814039528
40,1.3950556223805555,1.8864710795395763
41,1.3900501791011575,1.9007754890074442
42,1.3857556127267432,1.9002531901011015
43,1.3810547816347134,1.8891553522581157
44,1.3769912693394908,1.9116880236012175
45,1.3725097771737134,1.8917645708023747
46,1.3690189321464317,1.9082453276539273
47,1.364126400625536,1.912100484478714
48,1.3602743432286266,1.8948209004773722
49,1.3558856273663786,1.9257133063956866
50,1.352339362366452,1.930248545194952
51,1.3485615839134304,1.92566672447533
52,1.3442807912686607,1.9522147815492463
53,1.3411304331995688,1.9283427101035702
54,1.337168045805137,1.9466073190057536
55,1.3333304594021644,1.9352293261915179
56,1.3298204994236427,1.939912376161837
57,1.326123373756968,1.9394238528564236
58,1.3228435874824624,1.9402427375067357
59,1.319212240415148,1.9495751530487346
60,1.3161350120434516,1.9348459179104212
61,1.3123075909548731,1.9617234830914945
62,1.3091321950696324,1.9577887738340947
